Farmer_ID,Village_ID,District,State,Group,FPO_Member,WDC_Intervention_Area,Age_of_Farmer,Land_Size_Hectares,Farm_Size_Acres,Primary_Crop,Has_Tractor,Access_to_Credit,Distance_to_Market_KM,Off_Farm_Income,Soil_Health_Score,Rainfall_Annual_mm,Avg_Temp_Celsius,Time_Period,Irrigation_Source_Before,Irrigation_Source_After,Training_Received,Crop_Diversification,Fertilizer_Used_Kg_per_Hectare,Pesticide_Used_Liters_per_Hectare,Yield_Kg_Per_Hectare,Cost_of_Cultivation,Income_Annual,Latitude,Longitude
FARM1084,PUN01,Pune,Maharashtra,Treatment,YES,YES,31,2.96,7.31,Pulses,NO,NO,15.1,62800,5.3,725,24.7,Before,Well,Well,NO,NO,101.91,4.1,12902.71,34074.53,185009.66,18.5213738,73.8545071
FARM1085,MUR01,Muradnagar,Uttar Pradesh,Treatment,YES,YES,40,3.64,8.99,Gram,YES,NO,12.1,75500,6.9,791,24.8,After,Well,Well,YES,NO,96.76,4.2,19850.12,32467.18,283068.39,28.7733808,77.5033582
FARM1085,MUR01,Muradnagar,Uttar Pradesh,Treatment,YES,YES,40,3.64,8.99,Gram,YES,NO,12.1,75500,6.9,791,24.8,Before,Well,Well,NO,NO,100.71,4.3,16557.56,35786.87,238614.92,28.7733808,77.5033582
FARM1086,MUR03,Muradnagar,Uttar Pradesh,Treatment,YES,YES,39,5.65,13.96,Rice,YES,NO,16.4,59000,5.8,793,24.4,After,Canal,Canal,YES,NO,94.97,4.98,29240.79,52361.93,413814.99,28.7733808,77.5033582
FARM1086,MUR03,Muradnagar,Uttar Pradesh,Treatment,YES,YES,39,5.65,13.96,Rice,YES,NO,16.4,59000,5.8,793,24.4,Before,Canal,Canal,NO,NO,92.52,5.03,25282.67,55811.84,347129.15,28.7733808,77.5033582
FARM1087,PUN05,Pune,Maharashtra,Treatment,YES,YES,41,1.42,3.51,Sugarcane,NO,YES,27.8,67100,7.2,758,24.7,After,Rainfed,Canal,YES,NO,94.83,6.19,7755.43,17147.75,109246.41,18.5213738,73.8545071
FARM1087,PUN05,Pune,Maharashtra,Treatment,YES,YES,41,1.42,3.51,Sugarcane,NO,YES,27.8,67100,7.2,758,24.7,Before,Rainfed,Rainfed,NO,NO,93.94,6.86,5781.66,17814.7,73019.76,18.5213738,73.8545071
FARM1088,MUR03,Muradnagar,Uttar Pradesh,Treatment,YES,YES,32,1.23,3.04,Sugarcane,YES,NO,20.6,35500,7.7,805,24.5,After,Canal,Canal,YES,NO,106.55,6.96,6556.93,11328.85,91453.5,28.7733808,77.5033582
FARM1088,MUR03,Muradnagar,Uttar Pradesh,Treatment,YES,YES,32,1.23,3.04,Sugarcane,YES,NO,20.6,35500,7.7,805,24.5,Before,Canal,Canal,NO,NO,105.86,7.43,5805.56,12558.34,76968.22,28.7733808,77.5033582
FARM1089,NAG05,Nagpur,Maharashtra,Treatment,YES,YES,44,4.92,12.16,Cotton,YES,NO,14.8,0,7.7,1214,27.1,After,Well,Well,YES,NO,108.42,6.75,25304.77,44724.19,352298.43,21.1498134,79.0820556
FARM1089,NAG05,Nagpur,Maharashtra,Treatment,YES,YES,44,4.92,12.16,Cotton,YES,NO,14.8,0,7.7,1214,27.1,Before,Well,Well,NO,NO,107.62,6.96,21726.02,48070.61,303492.54,21.1498134,79.0820556
FARM1090,MUR04,Muradnagar,Uttar Pradesh,Treatment,YES,YES,38,1.58,3.9,Gram,YES,YES,13.5,29700,4.3,790,24.8,After,Rainfed,Rainfed,YES,YES,124.65,4.7,6518.72,14121.02,103644.29,28.7733808,77.5033582
FARM1090,MUR04,Muradnagar,Uttar Pradesh,Treatment,YES,YES,38,1.58,3.9,Gram,YES,YES,13.5,29700,4.3,790,24.8,Before,Rainfed,Rainfed,NO,NO,119.67,4.71,5913.94,15597.25,77529.7,28.7733808,77.5033582
FARM1091,MEE05,Meerut,Uttar Pradesh,Treatment,YES,YES,29,3.02,7.46,Maize,YES,NO,15.5,30500,5.8,860,24.0,After,Well,Well,YES,YES,96.21,4.96,15206.59,28044.09,247010.01,29.0018557,77.7679671
FARM1091,MEE05,Meerut,Uttar Pradesh,Treatment,YES,YES,29,3.02,7.46,Maize,YES,NO,15.5,30500,5.8,860,24.0,Before,Well,Well,NO,NO,96.61,4.97,13776.81,30663.09,188478.99,29.0018557,77.7679671
FARM1092,DHA03,Dharwad,Karnataka,Treatment,YES,YES,36,3.4,8.4,Pulses,YES,YES,7.0,36300,7.5,892,24.3,After,Rainfed,Well,YES,NO,101.01,5.27,18236.18,31526.3,257713.82,15.3707296,75.1332867
FARM1092,DHA03,Dharwad,Karnataka,Treatment,YES,YES,36,3.4,8.4,Pulses,YES,YES,7.0,36300,7.5,892,24.3,Before,Rainfed,Rainfed,NO,NO,98.63,5.56,14180.95,35000.55,204347.56,15.3707296,75.1332867
FARM1093,MUR01,Muradnagar,Uttar Pradesh,Treatment,YES,YES,48,2.18,5.39,Maize,NO,NO,24.0,0,4.8,847,24.1,After,Rainfed,Well,YES,YES,116.61,5.56,10680.92,24076.28,171434.05,28.7733808,77.5033582
FARM1093,MUR01,Muradnagar,Uttar Pradesh,Treatment,YES,YES,48,2.18,5.39,Maize,NO,NO,24.0,0,4.8,847,24.1,Before,Rainfed,Rainfed,NO,NO,113.36,5.87,8378.97,24590.04,119730.15,28.7733808,77.5033582
FARM1094,PUN03,Pune,Maharashtra,Treatment,YES,YES,28,4.33,10.7,Pulses,NO,YES,16.0,0,4.4,740,25.2,After,Well,Well,YES,NO,121.38,5.18,19869.33,50434.68,276323.33,18.5213738,73.8545071
FARM1094,PUN03,Pune,Maharashtra,Treatment,YES,YES,28,4.33,10.7,Pulses,NO,YES,16.0,0,4.4,740,25.2,Before,Well,Well,NO,NO,115.96,5.53,18153.58,52760.02,241930.72,18.5213738,73.8545071
FARM1095,DHA05,Dharwad,Karnataka,Treatment,YES,YES,46,1.16,2.87,Soybean,NO,NO,11.7,50400,4.2,851,24.4,After,Well,Well,YES,NO,126.28,4.55,5706.61,13998.74,80031.39,15.3707296,75.1332867
FARM1095,DHA05,Dharwad,Karnataka,Treatment,YES,YES,46,1.16,2.87,Soybean,NO,NO,11.7,50400,4.2,851,24.4,Before,Well,Well,NO,NO,120.78,4.72,5035.88,14457.31,73610.63,15.3707296,75.1332867
FARM1096,MUR04,Muradnagar,Uttar Pradesh,Treatment,YES,YES,34,1.14,2.82,Maize,NO,NO,10.1,0,7.7,833,24.2,After,Rainfed,Rainfed,YES,NO,99.92,5.11,5428.02,12310.01,76230.32,28.7733808,77.5033582
FARM1096,MUR04,Muradnagar,Uttar Pradesh,Treatment,YES,YES,34,1.14,2.82,Maize,NO,NO,10.1,0,7.7,833,24.2,Before,Rainfed,Rainfed,NO,NO,96.25,5.57,5091.84,12653.18,66838.96,28.7733808,77.5033582
FARM1097,MUR03,Muradnagar,Uttar Pradesh,Treatment,YES,YES,36,4.4,10.87,Gram,NO,YES,22.1,0,7.1,773,24.9,After,Rainfed,Canal,YES,NO,98.86,4.55,22532.67,47264.39,319283.4,28.7733808,77.5033582
FARM1097,MUR03,Muradnagar,Uttar Pradesh,Treatment,YES,YES,36,4.4,10.87,Gram,NO,YES,22.1,0,7.1,773,24.9,Before,Rainfed,Rainfed,NO,NO,101.01,5.04,17964.6,51124.05,249958.16,28.7733808,77.5033582
FARM1098,NAG02,Nagpur,Maharashtra,Treatment,YES,YES,31,2.47,6.1,Sugarcane,NO,NO,11.3,78200,5.2,1214,26.8,After,Rainfed,Canal,YES,YES,109.71,6.13,11714.28,25048.13,187132.71,21.1498134,79.0820556
FARM1098,NAG02,Nagpur,Maharashtra,Treatment,YES,YES,31,2.47,6.1,Sugarcane,NO,NO,11.3,78200,5.2,1214,26.8,Before,Rainfed,Rainfed,NO,NO,106.04,6.21,8831.48,26040.24,120758.31,21.1498134,79.0820556
FARM1099,MYS01,Mysuru,Karnataka,Treatment,YES,YES,54,1.88,4.65,Maize,YES,NO,12.1,31500,3.9,805,24.9,After,Rainfed,Well,YES,NO,121.51,5.16,8497.17,17715.59,118042.09,12.3041464,76.6529521
FARM1099,MYS01,Mysuru,Karnataka,Treatment,YES,YES,54,1.88,4.65,Maize,YES,NO,12.1,31500,3.9,805,24.9,Before,Rainfed,Rainfed,NO,NO,127.69,5.67,6841.8,19347.62,83892.66,12.3041464,76.6529521
FARM1100,MUR03,Muradnagar,Uttar Pradesh,Treatment,YES,YES,25,1.46,3.61,Rice,NO,YES,19.2,0,7.1,768,24.3,After,Canal,Canal,YES,NO,101.66,5.26,7469.44,16133.05,105235.43,28.7733808,77.5033582
FARM1100,MUR03,Muradnagar,Uttar Pradesh,Treatment,YES,YES,25,1.46,3.61,Rice,NO,YES,19.2,0,7.1,768,24.3,Before,Canal,Canal,NO,NO,101.64,5.44,6753.67,16961.51,100063.45,28.7733808,77.5033582
FARM1101,HAP02,Hapur,Uttar Pradesh,Treatment,YES,YES,55,3.4,8.4,Cotton,NO,YES,12.6,25800,5.9,763,24.8,After,Canal,Canal,YES,NO,99.9,6.33,17660.88,35048.85,247364.42,28.7166767,77.890433
FARM1101,HAP02,Hapur,Uttar Pradesh,Treatment,YES,YES,55,3.4,8.4,Cotton,NO,YES,12.6,25800,5.9,763,24.8,Before,Canal,Canal,NO,NO,98.25,6.51,14714.64,37614.25,204569.56,28.7166767,77.890433
FARM1102,HAP01,Hapur,Uttar Pradesh,Treatment,YES,YES,47,2.24,5.54,Gram,NO,NO,17.7,52400,5.9,777,24.2,After,Canal,Canal,YES,NO,102.1,5.01,11910.77,23417.04,168478.24,28.7166767,77.890433
FARM1102,HAP01,Hapur,Uttar Pradesh,Treatment,YES,YES,47,2.24,5.54,Gram,NO,NO,17.7,52400,5.9,777,24.2,Before,Canal,Canal,NO,NO,97.68,5.39,9971.7,25819.23,148120.37,28.7166767,77.890433
FARM1103,MEE03,Meerut,Uttar Pradesh,Treatment,YES,YES,58,1.25,3.09,Rice,NO,YES,10.2,73600,6.4,818,24.5,After,Canal,Canal,YES,NO,103.14,5.37,6389.89,13638.36,89913.29,29.0018557,77.7679671
FARM1103,MEE03,Meerut,Uttar Pradesh,Treatment,YES,YES,58,1.25,3.09,Rice,NO,YES,10.2,73600,6.4,818,24.5,Before,Canal,Canal,NO,NO,105.72,5.71,5300.86,14329.54,81252.18,29.0018557,77.7679671
FARM1104,MYS04,Mysuru,Karnataka,Treatment,YES,YES,38,4.07,10.06,Gram,NO,YES,29.8,32800,4.4,826,24.6,After,Rainfed,Canal,YES,NO,123.3,5.4,20494.66,45026.71,286390.2,12.3041464,76.6529521
FARM1104,MYS04,Mysuru,Karnataka,Treatment,YES,YES,38,4.07,10.06,Gram,NO,YES,29.8,32800,4.4,826,24.6,Before,Rainfed,Rainfed,NO,NO,129.09,5.59,14970.67,47582.17,209757.88,12.3041464,76.6529521
FARM1105,MUR01,Muradnagar,Uttar Pradesh,Treatment,YES,YES,34,0.75,1.85,Wheat,NO,NO,12.0,36400,6.2,766,24.2,After,Well,Well,YES,NO,103.47,4.15,3984.56,10078.54,56661.17,28.7733808,77.5033582
FARM1105,MUR01,Muradnagar,Uttar Pradesh,Treatment,YES,YES,34,0.75,1.85,Wheat,NO,NO,12.0,36400,6.2,766,24.2,Before,Well,Well,NO,NO,107.94,4.47,3130.89,10528.16,33844.91,28.7733808,77.5033582
FARM1106,MYS03,Mysuru,Karnataka,Treatment,YES,YES,29,1.4,3.46,Gram,YES,YES,14.2,0,7.5,884,25.0,After,Canal,Canal,YES,NO,96.76,4.44,7709.94,11822.91,109834.28,12.3041464,76.6529521
FARM1106,MYS03,Mysuru,Karnataka,Treatment,YES,YES,29,1.4,3.46,Gram,YES,YES,14.2,0,7.5,884,25.0,Before,Canal,Canal,NO,NO,99.43,4.61,6471.55,13028.29,96114.26,12.3041464,76.6529521
FARM1107,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,62,2.15,5.31,Maize,YES,YES,26.4,61900,3.7,766,25.1,After,Rainfed,Well,YES,NO,130.37,5.42,10418.12,20260.13,144843.42,28.7166767,77.890433
FARM1107,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,62,2.15,5.31,Maize,YES,YES,26.4,61900,3.7,766,25.1,Before,Rainfed,Rainfed,NO,NO,125.54,5.72,7824.59,21259.54,107242.5,28.7166767,77.890433
FARM1108,MUR01,Muradnagar,Uttar Pradesh,Treatment,YES,YES,40,1.68,4.15,Pulses,NO,YES,15.4,0,8.3,844,24.5,After,Canal,Canal,YES,NO,100.26,5.43,9504.58,17809.62,134635.08,28.7733808,77.5033582
FARM1108,MUR01,Muradnagar,Uttar Pradesh,Treatment,YES,YES,40,1.68,4.15,Pulses,NO,YES,15.4,0,8.3,844,24.5,Before,Canal,Canal,NO,NO,100.7,5.48,7796.54,19159.8,114990.86,28.7733808,77.5033582
FARM1109,MUR02,Muradnagar,Uttar Pradesh,Treatment,YES,YES,30,4.21,10.4,Sugarcane,NO,YES,15.4,26000,4.4,780,24.8,After,Rainfed,Rainfed,YES,NO,126.08,7.38,17917.91,45843.48,242609.81,28.7733808,77.5033582
FARM1109,MUR02,Muradnagar,Uttar Pradesh,Treatment,YES,YES,30,4.21,10.4,Sugarcane,NO,YES,15.4,26000,4.4,780,24.8,Before,Rainfed,Rainfed,NO,NO,126.02,7.71,15309.59,48327.88,204983.01,28.7733808,77.5033582
FARM1110,PUN02,Pune,Maharashtra,Treatment,YES,YES,50,2.87,7.09,Cotton,NO,NO,48.9,37900,3.6,783,25.4,After,Rainfed,Rainfed,YES,YES,133.7,6.87,11166.91,31263.67,172460.52,18.5213738,73.8545071
FARM1110,PUN02,Pune,Maharashtra,Treatment,YES,YES,50,2.87,7.09,Cotton,NO,NO,48.9,37900,3.6,783,25.4,Before,Rainfed,Rainfed,NO,NO,129.84,7.1,10075.56,32902.7,134508.94,18.5213738,73.8545071
FARM1111,MYS05,Mysuru,Karnataka,Treatment,YES,YES,48,5.19,12.82,Sugarcane,YES,YES,15.2,42000,8.2,828,25.3,After,Canal,Canal,YES,NO,92.83,6.79,27148.31,50551.85,379969.12,12.3041464,76.6529521
FARM1111,MYS05,Mysuru,Karnataka,Treatment,YES,YES,48,5.19,12.82,Sugarcane,YES,YES,15.2,42000,8.2,828,25.3,Before,Canal,Canal,NO,NO,94.19,7.31,24349.36,52456.07,335256.9,12.3041464,76.6529521
FARM1112,MUR01,Muradnagar,Uttar Pradesh,Treatment,YES,YES,40,2.01,4.97,Cotton,NO,YES,11.3,78500,5.0,807,24.5,After,Well,Well,YES,NO,111.91,7.56,10366.7,22948.18,143404.55,28.7733808,77.5033582
FARM1112,MUR01,Muradnagar,Uttar Pradesh,Treatment,YES,YES,40,2.01,4.97,Cotton,NO,YES,11.3,78500,5.0,807,24.5,Before,Well,Well,NO,NO,109.66,7.56,8416.02,24225.23,110272.24,28.7733808,77.5033582
FARM1113,MEE03,Meerut,Uttar Pradesh,Treatment,YES,YES,53,1.43,3.53,Sugarcane,NO,YES,10.5,0,7.7,818,24.8,After,Rainfed,Rainfed,YES,NO,102.02,7.1,7154.94,15725.28,99329.95,29.0018557,77.7679671
FARM1113,MEE03,Meerut,Uttar Pradesh,Treatment,YES,YES,53,1.43,3.53,Sugarcane,NO,YES,10.5,0,7.7,818,24.8,Before,Rainfed,Rainfed,NO,NO,105.14,7.31,6007.58,16993.07,81011.92,29.0018557,77.7679671
FARM1114,MYS05,Mysuru,Karnataka,Treatment,YES,YES,34,1.97,4.87,Gram,NO,YES,19.0,0,3.9,828,24.6,After,Rainfed,Well,YES,YES,127.6,3.97,9592.01,21637.53,155183.02,12.3041464,76.6529521
FARM1114,MYS05,Mysuru,Karnataka,Treatment,YES,YES,34,1.97,4.87,Gram,NO,YES,19.0,0,3.9,828,24.6,Before,Rainfed,Rainfed,NO,NO,125.68,4.09,6856.09,22930.77,94750.57,12.3041464,76.6529521
FARM1115,MUR01,Muradnagar,Uttar Pradesh,Treatment,YES,YES,63,2.29,5.66,Rice,NO,YES,6.0,0,4.8,793,24.5,After,Canal,Canal,YES,YES,119.84,5.64,11480.25,22359.59,184292.07,28.7733808,77.5033582
FARM1115,MUR01,Muradnagar,Uttar Pradesh,Treatment,YES,YES,63,2.29,5.66,Rice,NO,YES,6.0,0,4.8,793,24.5,Before,Canal,Canal,NO,NO,125.91,5.67,9664.71,24375.01,129177.83,28.7733808,77.5033582
FARM1116,HAP04,Hapur,Uttar Pradesh,Treatment,YES,YES,53,2.12,5.24,Cotton,NO,NO,9.7,72500,8.4,800,24.6,After,Canal,Canal,YES,NO,105.04,7.52,11240.44,24166.42,156184.98,28.7166767,77.890433
FARM1116,HAP04,Hapur,Uttar Pradesh,Treatment,YES,YES,53,2.12,5.24,Cotton,NO,NO,9.7,72500,8.4,800,24.6,Before,Canal,Canal,NO,NO,104.53,7.85,10378.4,25193.38,137995.23,28.7166767,77.890433
FARM1117,MYS03,Mysuru,Karnataka,Treatment,YES,YES,25,1.21,2.99,Soybean,NO,YES,12.0,61600,4.2,840,24.6,After,Rainfed,Canal,YES,NO,123.14,3.9,6009.37,13318.81,84800.38,12.3041464,76.6529521
FARM1117,MYS03,Mysuru,Karnataka,Treatment,YES,YES,25,1.21,2.99,Soybean,NO,YES,12.0,61600,4.2,840,24.6,Before,Rainfed,Rainfed,NO,NO,118.69,4.2,4202.93,14534.16,69597.9,12.3041464,76.6529521
FARM1118,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,59,2.56,6.33,Maize,YES,NO,21.1,0,4.2,807,25.0,After,Well,Well,YES,NO,110.9,4.54,11760.89,22583.74,164921.57,28.7166767,77.890433
FARM1118,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,59,2.56,6.33,Maize,YES,NO,21.1,0,4.2,807,25.0,Before,Well,Well,NO,NO,111.06,4.91,10077.25,24834.17,152097.97,28.7166767,77.890433
FARM1119,MUR03,Muradnagar,Uttar Pradesh,Treatment,YES,YES,42,1.08,2.67,Pulses,NO,YES,26.2,0,6.4,782,24.7,After,Canal,Canal,YES,NO,99.13,4.59,5418.1,13595.82,76649.16,28.7733808,77.5033582
FARM1119,MUR03,Muradnagar,Uttar Pradesh,Treatment,YES,YES,42,1.08,2.67,Pulses,NO,YES,26.2,0,6.4,782,24.7,Before,Canal,Canal,NO,NO,103.21,4.83,4508.3,14177.4,69108.9,28.7733808,77.5033582
FARM1120,HAP04,Hapur,Uttar Pradesh,Treatment,YES,YES,40,2.95,7.29,Gram,NO,NO,5.0,0,6.5,839,24.2,After,Canal,Canal,YES,NO,102.93,4.83,14899.14,31494.33,210286.88,28.7166767,77.890433
FARM1120,HAP04,Hapur,Uttar Pradesh,Treatment,YES,YES,40,2.95,7.29,Gram,NO,NO,5.0,0,6.5,839,24.2,Before,Canal,Canal,NO,NO,99.88,5.29,13555.64,33501.01,187987.4,28.7166767,77.890433
FARM1121,DHA02,Dharwad,Karnataka,Treatment,YES,YES,43,5.23,12.92,Maize,NO,YES,22.8,35300,6.0,895,23.9,After,Canal,Canal,YES,NO,94.74,5.29,27191.41,56560.91,384115.68,15.3707296,75.1332867
FARM1121,DHA02,Dharwad,Karnataka,Treatment,YES,YES,43,5.23,12.92,Maize,NO,YES,22.8,35300,6.0,895,23.9,Before,Canal,Canal,NO,NO,94.54,5.86,23313.87,60772.35,328437.5,15.3707296,75.1332867
FARM1122,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,30,1.42,3.51,Wheat,NO,NO,8.6,46700,4.7,799,24.7,After,Canal,Canal,YES,NO,119.29,4.13,6708.2,17110.49,94300.42,28.7166767,77.890433
FARM1122,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,30,1.42,3.51,Wheat,NO,NO,8.6,46700,4.7,799,24.7,Before,Canal,Canal,NO,NO,125.48,4.37,6041.69,17491.99,82926.22,28.7166767,77.890433
FARM1123,MEE02,Meerut,Uttar Pradesh,Treatment,YES,YES,30,3.91,9.66,Pulses,NO,NO,19.2,42400,7.6,856,24.0,After,Canal,Canal,YES,YES,96.8,5.55,21191.06,40768.44,344359.92,29.0018557,77.7679671
FARM1123,MEE02,Meerut,Uttar Pradesh,Treatment,YES,YES,30,3.91,9.66,Pulses,NO,NO,19.2,42400,7.6,856,24.0,Before,Canal,Canal,NO,NO,98.5,5.59,18487.19,44963.53,247912.3,29.0018557,77.7679671
FARM1124,PUN04,Pune,Maharashtra,Treatment,YES,YES,38,1.25,3.09,Soybean,YES,YES,14.8,40500,4.5,770,24.9,After,Canal,Canal,YES,NO,125.12,5.01,5862.53,10955.23,81680.26,18.5213738,73.8545071
FARM1124,PUN04,Pune,Maharashtra,Treatment,YES,YES,38,1.25,3.09,Soybean,YES,YES,14.8,40500,4.5,770,24.9,Before,Canal,Canal,NO,NO,119.53,5.1,5361.09,11886.3,68270.28,18.5213738,73.8545071
FARM1125,PUN01,Pune,Maharashtra,Treatment,YES,YES,50,3.06,7.56,Gram,NO,YES,10.7,69700,4.1,751,25.5,After,Rainfed,Well,YES,NO,114.56,5.61,14150.5,32285.21,196664.57,18.5213738,73.8545071
FARM1125,PUN01,Pune,Maharashtra,Treatment,YES,YES,50,3.06,7.56,Gram,NO,YES,10.7,69700,4.1,751,25.5,Before,Rainfed,Rainfed,NO,NO,120.26,5.76,10683.26,34436.84,149348.44,18.5213738,73.8545071
FARM1126,PUN04,Pune,Maharashtra,Treatment,YES,YES,33,2.18,5.39,Pulses,NO,YES,12.2,65800,5.8,738,25.3,After,Rainfed,Well,YES,NO,99.66,5.51,11325.76,24094.25,159530.29,18.5213738,73.8545071
FARM1126,PUN04,Pune,Maharashtra,Treatment,YES,YES,33,2.18,5.39,Pulses,NO,YES,12.2,65800,5.8,738,25.3,Before,Rainfed,Rainfed,NO,NO,101.93,5.63,8285.18,24972.82,122987.15,18.5213738,73.8545071
FARM1127,NAG04,Nagpur,Maharashtra,Treatment,YES,YES,37,1.24,3.06,Gram,NO,NO,7.8,64400,4.5,1195,27.3,After,Rainfed,Rainfed,YES,NO,128.82,5.72,4920.45,14691.79,67063.92,21.1498134,79.0820556
FARM1127,NAG04,Nagpur,Maharashtra,Treatment,YES,YES,37,1.24,3.06,Gram,NO,NO,7.8,64400,4.5,1195,27.3,Before,Rainfed,Rainfed,NO,NO,128.35,5.9,4339.25,16058.99,63701.14,21.1498134,79.0820556
FARM1128,DHA04,Dharwad,Karnataka,Treatment,YES,YES,45,1.98,4.89,Cotton,NO,NO,21.8,0,5.3,912,23.9,After,Canal,Canal,YES,NO,85.76,6.98,9834.33,22404.84,137209.69,15.3707296,75.1332867
FARM1128,DHA04,Dharwad,Karnataka,Treatment,YES,YES,45,1.98,4.89,Cotton,NO,NO,21.8,0,5.3,912,23.9,Before,Canal,Canal,NO,NO,90.06,7.37,8811.8,24440.0,126019.64,15.3707296,75.1332867
FARM1129,HAP05,Hapur,Uttar Pradesh,Treatment,YES,YES,54,2.46,6.08,Rice,NO,NO,15.1,49200,6.6,842,24.4,After,Rainfed,Canal,YES,YES,100.97,4.88,12685.95,26773.56,206217.96,28.7166767,77.890433
FARM1129,HAP05,Hapur,Uttar Pradesh,Treatment,YES,YES,54,2.46,6.08,Rice,NO,NO,15.1,49200,6.6,842,24.4,Before,Rainfed,Rainfed,NO,NO,99.35,5.15,9772.15,27875.2,136120.55,28.7166767,77.890433
FARM1130,NAG04,Nagpur,Maharashtra,Treatment,YES,YES,49,4.22,10.43,Sugarcane,YES,YES,11.5,74100,5.0,1193,27.0,After,Canal,Canal,YES,NO,108.74,5.66,19182.29,37952.33,266605.69,21.1498134,79.0820556
FARM1130,NAG04,Nagpur,Maharashtra,Treatment,YES,YES,49,4.22,10.43,Sugarcane,YES,YES,11.5,74100,5.0,1193,27.0,Before,Canal,Canal,NO,NO,105.51,6.11,17010.83,40307.96,240620.97,21.1498134,79.0820556
FARM1131,HAP02,Hapur,Uttar Pradesh,Treatment,YES,YES,44,1.84,4.55,Sugarcane,YES,NO,12.8,0,4.8,763,24.4,After,Canal,Canal,YES,NO,111.35,6.34,9012.68,17692.56,125263.0,28.7166767,77.890433
FARM1131,HAP02,Hapur,Uttar Pradesh,Treatment,YES,YES,44,1.84,4.55,Sugarcane,YES,NO,12.8,0,4.8,763,24.4,Before,Canal,Canal,NO,NO,116.28,6.81,8048.23,19047.55,105920.81,28.7166767,77.890433
FARM1132,HAP05,Hapur,Uttar Pradesh,Treatment,YES,YES,28,1.0,2.47,Gram,NO,YES,11.3,0,4.6,802,24.2,After,Rainfed,Well,YES,NO,125.08,4.11,4854.73,10643.53,68262.58,28.7166767,77.890433
FARM1132,HAP05,Hapur,Uttar Pradesh,Treatment,YES,YES,28,1.0,2.47,Gram,NO,YES,11.3,0,4.6,802,24.2,Before,Rainfed,Rainfed,NO,NO,121.58,4.56,3734.77,11284.52,58503.6,28.7166767,77.890433
FARM1133,MUR03,Muradnagar,Uttar Pradesh,Treatment,YES,YES,31,3.33,8.23,Soybean,NO,YES,11.5,0,7.0,769,24.5,After,Rainfed,Well,YES,YES,105.39,4.01,17502.81,33917.23,286180.13,28.7733808,77.5033582
FARM1133,MUR03,Muradnagar,Uttar Pradesh,Treatment,YES,YES,31,3.33,8.23,Soybean,NO,YES,11.5,0,7.0,769,24.5,Before,Rainfed,Rainfed,NO,NO,106.63,4.11,13613.29,36827.46,190440.51,28.7733808,77.5033582
FARM1134,MUR02,Muradnagar,Uttar Pradesh,Treatment,YES,YES,27,4.45,11.0,Gram,YES,YES,7.5,0,4.2,762,24.0,After,Rainfed,Rainfed,YES,YES,112.98,5.63,18883.92,42428.2,299779.78,28.7733808,77.5033582
FARM1134,MUR02,Muradnagar,Uttar Pradesh,Treatment,YES,YES,27,4.45,11.0,Gram,YES,YES,7.5,0,4.2,762,24.0,Before,Rainfed,Rainfed,NO,NO,115.16,5.87,16668.04,43557.96,225834.68,28.7733808,77.5033582
FARM1135,MUR05,Muradnagar,Uttar Pradesh,Treatment,YES,YES,32,1.68,4.15,Rice,YES,NO,8.3,0,4.2,818,24.2,After,Well,Well,YES,YES,110.58,4.26,7992.02,14314.23,129473.11,28.7733808,77.5033582
FARM1135,MUR05,Muradnagar,Uttar Pradesh,Treatment,YES,YES,32,1.68,4.15,Rice,YES,NO,8.3,0,4.2,818,24.2,Before,Well,Well,NO,NO,112.51,4.27,7140.6,14760.91,100290.92,28.7733808,77.5033582
FARM1136,NAG04,Nagpur,Maharashtra,Treatment,YES,YES,55,2.71,6.7,Rice,NO,YES,13.8,21400,7.7,1151,26.6,After,Rainfed,Well,YES,NO,109.51,4.1,13570.43,31267.84,192062.09,21.1498134,79.0820556
FARM1136,NAG04,Nagpur,Maharashtra,Treatment,YES,YES,55,2.71,6.7,Rice,NO,YES,13.8,21400,7.7,1151,26.6,Before,Rainfed,Rainfed,NO,NO,109.04,4.19,10956.53,32081.9,150126.4,21.1498134,79.0820556
FARM1137,HAP04,Hapur,Uttar Pradesh,Treatment,YES,YES,59,3.52,8.7,Gram,YES,YES,7.5,75700,8.2,771,24.8,After,Canal,Canal,YES,NO,92.6,3.95,19784.69,33461.0,283306.21,28.7166767,77.890433
FARM1137,HAP04,Hapur,Uttar Pradesh,Treatment,YES,YES,59,3.52,8.7,Gram,YES,YES,7.5,75700,8.2,771,24.8,Before,Canal,Canal,NO,NO,93.6,4.37,17051.33,35269.58,232908.89,28.7166767,77.890433
FARM1138,HAP03,Hapur,Uttar Pradesh,Treatment,YES,YES,37,1.32,3.26,Cotton,YES,YES,12.9,39100,7.1,834,24.2,After,Well,Well,YES,NO,108.19,6.65,7026.26,12358.97,98148.55,28.7166767,77.890433
